,subid,uuid,gender,test_trial,age_in_years,option1,option2,trial_audio,selected_image,lang,parent_mask,peer_mask,own_mask
503,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,31-null,2.863013699,angry4,happy3_2,Angry_1_pause_2,option2,en nl,Often,Often,Often
504,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,32-null,2.863013699,scared3,happy4,Scared_2_pause_2,option1,en nl,Often,Often,Often
505,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,33-null,2.863013699,happy4,scared5,Happy_2_pause_2,option1,en nl,Often,Often,Often
506,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,34-null,2.863013699,scared1,angry2,Scared_2_pause_2,option1,en nl,Often,Often,Often
507,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,11-null,3.257534247,scared2,angry1_2,Angry_2_pause_2,option2,en es,Always,Always,Often
508,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,12-null,3.257534247,happy2,scared3,Scared_2_pause_2,option2,en es,Always,Always,Often
509,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,13-null,3.257534247,sad5,scared2,Scared_1_pause_2,option2,en es,Always,Always,Often
510,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,14-null,3.257534247,happy1,sad3,Happy_1_pause_2,option1,en es,Always,Always,Often
511,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,16-null,3.257534247,sad4,scared5,Scared_2_pause_2,option2,en es,Always,Always,Often
512,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,17-null,3.257534247,sad2_2,happy3_2,Happy_2_pause_2,option2,en es,Always,Always,Often
513,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,18-null,3.257534247,happy5,angry6,Happy_1_pause_2,option1,en es,Always,Always,Often
514,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,19-null,3.257534247,sad4,scared5,Sad_1_pause_2,option1,en es,Always,Always,Often
515,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,20-null,3.257534247,happy4,scared3,Happy_2_pause_2,option1,en es,Always,Always,Often
516,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,21-null,3.257534247,angry5_2,scared1,Scared_2_pause_2,option2,en es,Always,Always,Often
517,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,22-null,3.257534247,angry3,happy5,Angry_1_pause_2,option1,en es,Always,Always,Often
518,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,23-null,3.257534247,sad1_2,angry5_2,Angry_2_pause_2,option2,en es,Always,Always,Often
519,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,24-null,3.257534247,happy6,angry2,Happy_2_pause_2,option1,en es,Always,Always,Often
520,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,25-null,3.257534247,angry3,sad6,Sad_2_pause_2,option2,en es,Always,Always,Often
521,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,26-null,3.257534247,scared1,happy2,Happy_1_pause_2,option2,en es,Always,Always,Often
522,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,27-null,3.257534247,scared4,angry4,Angry_1_pause_2,option2,en es,Always,Always,Often
523,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,28-null,3.257534247,sad2_2,happy3_2,Sad_1_pause_2,option1,en es,Always,Always,Often
524,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,29-null,3.257534247,angry1_2,sad5,Sad_2_pause_2,option2,en es,Always,Always,Often
525,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,30-null,3.257534247,angry6,sad6,Angry_1_pause_2,option1,en es,Always,Always,Often
526,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,31-null,3.257534247,angry2,happy4,Angry_2_pause_2,option1,en es,Always,Always,Often
527,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,32-null,3.257534247,sad1_2,scared6,Sad_2_pause_2,option2,en es,Always,Always,Often
528,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,33-null,3.257534247,happy1,scared6,Scared_1_pause_2,option2,en es,Always,Always,Often
529,59010,fe33dba6-d60c-44e2-a9e6-bab97397e425,f,34-null,3.257534247,happy6,sad3,Sad_1_pause_2,option2,en es,Always,Always,Often
530,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,11-null,3.953424658,scared6,happy1,Happy_2_pause_2,option2,en,Often,Always,Always
531,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,12-null,3.953424658,happy6,sad2_2,Sad_2_pause_2,option2,en,Often,Always,Always
532,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,13-null,3.953424658,scared1,angry2,Scared_1_pause_2,option2,en,Often,Always,Always
533,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,14-null,3.953424658,scared3,happy1,Scared_1_pause_2,option1,en,Often,Always,Always
534,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,16-null,3.953424658,happy5,scared4,Scared_2_pause_2,option2,en,Often,Always,Always
535,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,17-null,3.953424658,sad1_2,scared6,Scared_2_pause_2,option2,en,Often,Always,Always
536,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,18-null,3.953424658,angry5_2,happy3_2,Angry_1_pause_2,option1,en,Often,Always,Always
537,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,19-null,3.953424658,happy2,angry4,Happy_1_pause_2,option1,en,Often,Always,Always
538,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,20-null,3.953424658,happy2,angry3,Angry_1_pause_2,option2,en,Often,Always,Always
539,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,21-null,3.953424658,sad3,angry6,Angry_2_pause_2,option2,en,Often,Always,Always
540,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,22-null,3.953424658,sad6,happy6,Happy_2_pause_2,option2,en,Often,Always,Always
541,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,23-null,3.953424658,sad5,angry6,Sad_2_pause_2,option1,en,Often,Always,Always
542,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,24-null,3.953424658,sad4,scared5,Scared_2_pause_2,option2,en,Often,Always,Always
543,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,25-null,3.953424658,scared2,angry2,Angry_2_pause_2,option2,en,Often,Always,Always
544,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,26-null,3.953424658,sad3,angry3,Sad_2_pause_2,option1,en,Often,Always,Always
545,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,27-null,3.953424658,happy5,sad2_2,Happy_1_pause_2,option1,en,Often,Always,Always
546,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,28-null,3.953424658,angry1_2,sad5,Angry_2_pause_2,option1,en,Often,Always,Always
547,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,29-null,3.953424658,happy4,scared3,Happy_2_pause_2,option1,en,Often,Always,Always
548,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,30-null,3.953424658,sad4,happy4,Sad_1_pause_2,option1,en,Often,Always,Always
549,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,31-null,3.953424658,sad6,scared5,Sad_1_pause_2,option1,en,Often,Always,Always
550,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,32-null,3.953424658,angry1_2,scared2,Scared_1_pause_2,option2,en,Often,Always,Always
551,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,33-null,3.953424658,happy3_2,angry5_2,Happy_1_pause_2,option1,en,Often,Always,Always
552,59026,d2f49662-5fc7-4d78-aae3-9abeebc0838c,m,34-null,3.953424658,sad1_2,scared1,Sad_1_pause_2,option2,en,Often,Always,Always
553,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,11-null,3.254794521,angry2,scared2,Scared_1_pause_2,option2,en,Always,Always,Often
554,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,12-null,3.254794521,happy2,sad4,Sad_1_pause_2,option2,en,Always,Always,Often
555,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,13-null,3.254794521,angry5_2,happy1,Happy_1_pause_2,option2,en,Always,Always,Often
556,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,14-null,3.254794521,sad3,happy4,Sad_2_pause_2,option1,en,Always,Always,Often
557,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,16-null,3.254794521,happy5,scared6,Happy_2_pause_2,option1,en,Always,Always,Often
558,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,17-null,3.254794521,happy2,sad2_2,Happy_2_pause_2,option1,en,Always,Always,Often
559,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,18-null,3.254794521,scared1,sad5,Scared_2_pause_2,option1,en,Always,Always,Often
560,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,19-null,3.254794521,happy6,angry2,Angry_2_pause_2,option1,en,Always,Always,Often
561,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,20-null,3.254794521,angry1_2,sad6,Sad_1_pause_2,option2,en,Always,Always,Often
562,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,21-null,3.254794521,scared1,angry1_2,Angry_2_pause_2,option1,en,Always,Always,Often
563,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,22-null,3.254794521,angry4,scared5,Angry_1_pause_2,option1,en,Always,Always,Often
564,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,23-null,3.254794521,scared4,happy1,Scared_2_pause_2,option1,en,Always,Always,Often
565,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,24-null,3.254794521,scared6,sad4,Scared_2_pause_2,option1,en,Always,Always,Often
566,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,25-null,3.254794521,sad1_2,happy3_2,Happy_2_pause_2,option2,en,Always,Always,Often
567,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,26-null,3.254794521,scared3,happy5,Scared_1_pause_2,option1,en,Always,Always,Often
568,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,27-null,3.254794521,sad6,angry5_2,Angry_1_pause_2,option1,en,Always,Always,Often
569,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,28-null,3.254794521,angry6,scared5,Scared_1_pause_2,option2,en,Always,Always,Often
570,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,29-null,3.254794521,sad1_2,angry4,Sad_1_pause_2,option1,en,Always,Always,Often
571,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,30-null,3.254794521,happy3_2,angry6,Angry_1_pause_2,option2,en,Always,Always,Often
572,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,31-null,3.254794521,happy4,angry3,Happy_1_pause_2,option1,en,Always,Always,Often
573,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,32-null,3.254794521,sad3,angry3,Angry_2_pause_2,option1,en,Always,Always,Often
574,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,33-null,3.254794521,sad5,scared3,Sad_2_pause_2,option1,en,Always,Always,Often
575,59046,a5991d79-b382-4bdf-afc5-8b9997ab82e6,f,34-null,3.254794521,scared2,sad2_2,Sad_2_pause_2,option2,en,Always,Always,Often
576,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,11-null,2.331506849,sad6,angry2,Sad_2_pause_2,option1,en,Often,Often,Often
577,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,12-null,2.331506849,sad5,happy5,Happy_1_pause_2,option2,en,Often,Often,Often
578,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,13-null,2.331506849,scared4,angry2,Angry_1_pause_2,option1,en,Often,Often,Often
579,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,14-null,2.331506849,happy1,angry4,Angry_1_pause_2,option2,en,Often,Often,Often
580,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,16-null,2.331506849,scared1,sad1_2,Sad_2_pause_2,option2,en,Often,Often,Often
581,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,17-null,2.331506849,scared2,sad3,Sad_1_pause_2,option2,en,Often,Often,Often
582,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,18-null,2.331506849,sad2_2,happy6,Sad_1_pause_2,option1,en,Often,Often,Often
583,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,19-null,2.331506849,happy4,angry1_2,Angry_2_pause_2,option2,en,Often,Often,Often
584,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,20-null,2.331506849,angry6,scared3,Scared_2_pause_2,option2,en,Often,Often,Often
585,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,21-null,2.331506849,scared5,angry1_2,Scared_1_pause_2,option1,en,Often,Often,Often
586,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,22-null,2.331506849,sad6,angry3,Angry_2_pause_2,option1,en,Often,Often,Often
587,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,23-null,2.331506849,happy2,angry5_2,Happy_1_pause_2,option1,en,Often,Often,Often
588,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,24-null,2.331506849,angry5_2,sad4,Angry_2_pause_2,option1,en,Often,Often,Often
589,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,25-null,2.331506849,sad5,happy5,Sad_2_pause_2,option1,en,Often,Often,Often
590,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,26-null,2.331506849,scared6,happy1,Happy_2_pause_2,option2,en,Often,Often,Often
591,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,27-null,2.331506849,happy2,scared6,Scared_1_pause_2,option2,en,Often,Often,Often
592,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,28-null,2.331506849,sad3,scared4,Scared_2_pause_2,option2,en,Often,Often,Often
593,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,29-null,2.331506849,scared2,sad1_2,Scared_1_pause_2,option1,en,Often,Often,Often
594,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,30-null,2.331506849,sad4,angry4,Sad_1_pause_2,option1,en,Often,Often,Often
595,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,31-null,2.331506849,sad2_2,happy4,Happy_2_pause_2,option2,en,Often,Often,Often
596,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,32-null,2.331506849,happy6,scared5,Happy_1_pause_2,option1,en,Often,Often,Often
597,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,33-null,2.331506849,happy3_2,angry3,Happy_2_pause_2,option1,en,Often,Often,Often
598,59065,ab81f35b-2d40-416e-8530-bbb2ce7fe610,m,34-null,2.331506849,scared3,angry6,Angry_1_pause_2,option2,en,Often,Often,Often
599,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,11-null,4.632876712,sad5,scared4,Scared_1_pause_2,option2,en,Sometimes,Sometimes,Sometimes
600,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,12-null,4.632876712,happy2,angry2,Happy_1_pause_2,option1,en,Sometimes,Sometimes,Sometimes
601,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,13-null,4.632876712,sad4,scared6,Scared_2_pause_2,option2,en,Sometimes,Sometimes,Sometimes
602,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,14-null,4.632876712,scared6,angry3,Angry_2_pause_2,option2,en,Sometimes,Sometimes,Sometimes
603,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,16-null,4.632876712,sad3,angry3,Sad_1_pause_2,option1,en,Sometimes,Sometimes,Sometimes
604,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,17-null,4.632876712,sad4,scared1,Sad_2_pause_2,option1,en,Sometimes,Sometimes,Sometimes
605,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,18-null,4.632876712,scared3,sad5,Sad_1_pause_2,option2,en,Sometimes,Sometimes,Sometimes
606,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,19-null,4.632876712,angry6,sad3,Angry_2_pause_2,option1,en,Sometimes,Sometimes,Sometimes
607,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,20-null,4.632876712,sad1_2,angry5_2,Angry_1_pause_2,option2,en,Sometimes,Sometimes,Sometimes
608,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,21-null,4.632876712,scared4,angry2,Angry_2_pause_2,option2,en,Sometimes,Sometimes,Sometimes
609,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,22-null,4.632876712,happy6,scared5,Happy_2_pause_2,option1,en,Sometimes,Sometimes,Sometimes
610,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,23-null,4.632876712,sad6,happy4,Happy_2_pause_2,option2,en,Sometimes,Sometimes,Sometimes
611,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,24-null,4.632876712,happy1,angry1_2,Happy_1_pause_2,option1,en,Sometimes,Sometimes,Sometimes
612,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,25-null,4.632876712,scared5,happy3_2,Scared_2_pause_2,option1,en,Sometimes,Sometimes,Sometimes
613,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,26-null,4.632876712,scared2,happy5,Happy_1_pause_2,option2,en,Sometimes,Sometimes,Sometimes
614,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,27-null,4.632876712,sad2_2,happy3_2,Happy_2_pause_2,option2,en,Sometimes,Sometimes,Sometimes
615,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,28-null,4.632876712,sad1_2,angry6,Sad_1_pause_2,option1,en,Sometimes,Sometimes,Sometimes
616,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,29-null,4.632876712,angry1_2,happy2,Angry_1_pause_2,option1,en,Sometimes,Sometimes,Sometimes
617,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,30-null,4.632876712,happy4,angry4,Angry_1_pause_2,option2,en,Sometimes,Sometimes,Sometimes
618,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,31-null,4.632876712,happy1,sad6,Sad_2_pause_2,option2,en,Sometimes,Sometimes,Sometimes
619,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,32-null,4.632876712,happy5,scared3,Scared_2_pause_2,option2,en,Sometimes,Sometimes,Sometimes
620,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,33-null,4.632876712,happy6,sad2_2,Sad_2_pause_2,option2,en,Sometimes,Sometimes,Sometimes
621,59093,fb7cc8c5-5f1c-4097-ac13-8b50a5ec4458,m,34-null,4.632876712,scared2,angry4,Scared_1_pause_2,option1,en,Sometimes,Sometimes,Sometimes
622,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,11-null,3.202739726,happy5,scared6,Scared_2_pause_2,option2,en,Often,Often,Often
623,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,12-null,3.202739726,scared3,happy2,Happy_2_pause_2,option2,en,Often,Often,Often
624,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,13-null,3.202739726,sad2_2,angry4,Sad_1_pause_2,option1,en,Often,Often,Often
625,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,14-null,3.202739726,sad1_2,scared1,Sad_2_pause_2,option1,en,Often,Often,Often
626,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,16-null,3.202739726,angry5_2,sad6,Sad_1_pause_2,option2,en,Often,Often,Often
627,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,17-null,3.202739726,happy4,angry1_2,Happy_1_pause_2,option1,en,Often,Often,Often
628,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,18-null,3.202739726,happy1,angry3,Happy_1_pause_2,option1,en,Often,Often,Often
629,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,19-null,3.202739726,sad3,happy4,Sad_2_pause_2,option1,en,Often,Often,Often
630,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,20-null,3.202739726,scared2,happy6,Scared_2_pause_2,option1,en,Often,Often,Often
631,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,21-null,3.202739726,angry2,scared5,Scared_1_pause_2,option2,en,Often,Often,Often
632,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,22-null,3.202739726,happy3_2,angry5_2,Angry_1_pause_2,option2,en,Often,Often,Often
633,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,23-null,3.202739726,happy5,sad3,Happy_2_pause_2,option1,en,Often,Often,Often
634,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,24-null,3.202739726,angry3,sad1_2,Angry_2_pause_2,option1,en,Often,Often,Often
635,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,25-null,3.202739726,scared5,happy6,Happy_2_pause_2,option2,en,Often,Often,Often
636,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,26-null,3.202739726,angry6,scared2,Angry_1_pause_2,option1,en,Often,Often,Often
637,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,27-null,3.202739726,angry1_2,happy1,Angry_1_pause_2,option1,en,Often,Often,Often
638,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,28-null,3.202739726,scared3,angry6,Scared_1_pause_2,option1,en,Often,Often,Often
639,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,29-null,3.202739726,scared4,angry2,Angry_2_pause_2,option2,en,Often,Often,Often
640,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,30-null,3.202739726,scared6,sad4,Sad_2_pause_2,option2,en,Often,Often,Often
641,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,31-null,3.202739726,happy3_2,sad6,Happy_1_pause_2,option1,en,Often,Often,Often
642,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,32-null,3.202739726,sad5,happy2,Sad_1_pause_2,option1,en,Often,Often,Often
643,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,33-null,3.202739726,scared1,sad2_2,Scared_2_pause_2,option1,en,Often,Often,Often
644,59098,942c73db-1b8f-45e1-ba91-192119268c15,f,34-null,3.202739726,scared4,sad5,Scared_1_pause_2,option1,en,Often,Often,Often
645,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,11-null,3.38630137,angry6,sad1_2,Sad_1_pause_2,option2,en,Often,Sometimes,Sometimes
646,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,12-null,3.38630137,sad5,scared6,Scared_1_pause_2,option2,en,Often,Sometimes,Sometimes
647,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,13-null,3.38630137,happy4,scared2,Scared_2_pause_2,option2,en,Often,Sometimes,Sometimes
648,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,14-null,3.38630137,happy6,sad4,Sad_2_pause_2,option2,en,Often,Sometimes,Sometimes
649,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,16-null,3.38630137,happy2,scared4,Happy_1_pause_2,option1,en,Often,Sometimes,Sometimes
650,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,17-null,3.38630137,angry2,sad3,Sad_2_pause_2,option2,en,Often,Sometimes,Sometimes
651,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,18-null,3.38630137,sad6,angry2,Angry_2_pause_2,option2,en,Often,Sometimes,Sometimes
652,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,19-null,3.38630137,happy4,angry5_2,Happy_2_pause_2,option1,en,Often,Sometimes,Sometimes
653,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,20-null,3.38630137,scared3,angry3,Angry_2_pause_2,option2,en,Often,Sometimes,Sometimes
654,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,21-null,3.38630137,scared3,happy1,Scared_2_pause_2,option1,en,Often,Sometimes,Sometimes
655,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,22-null,3.38630137,happy5,angry5_2,Angry_1_pause_2,option2,en,Often,Sometimes,Sometimes
656,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,23-null,3.38630137,angry4,scared4,Scared_1_pause_2,option2,en,Often,Sometimes,Sometimes
657,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,24-null,3.38630137,scared5,angry3,Scared_2_pause_2,option1,en,Often,Sometimes,Sometimes
658,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,25-null,3.38630137,scared2,angry4,Angry_2_pause_2,option2,en,Often,Sometimes,Sometimes
659,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,26-null,3.38630137,happy6,scared6,Happy_2_pause_2,option1,en,Often,Sometimes,Sometimes
660,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,27-null,3.38630137,scared1,sad6,Sad_1_pause_2,option2,en,Often,Sometimes,Sometimes
661,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,28-null,3.38630137,sad2_2,scared1,Scared_1_pause_2,option2,en,Often,Sometimes,Sometimes
662,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,29-null,3.38630137,angry6,sad3,Angry_1_pause_2,option1,en,Often,Sometimes,Sometimes
663,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,30-null,3.38630137,angry1_2,happy2,Angry_1_pause_2,option1,en,Often,Sometimes,Sometimes
664,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,31-null,3.38630137,sad2_2,scared5,Sad_2_pause_2,option1,en,Often,Sometimes,Sometimes
665,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,32-null,3.38630137,happy1,sad1_2,Happy_1_pause_2,option1,en,Often,Sometimes,Sometimes
666,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,33-null,3.38630137,happy3_2,sad5,Sad_1_pause_2,option2,en,Often,Sometimes,Sometimes
667,59108,fc7106f4-2439-4d65-8402-7f514551d2be,f,34-null,3.38630137,happy5,angry1_2,Happy_1_pause_2,option1,en,Often,Sometimes,Sometimes
668,59149,7f4dc0d2-4b7c-4e53-9d9c-9a14dc549ba9,m,11-null,4.293150685,happy4,angry5_2,Happy_2_pause_2,option1,en,Often,Often,Often
669,59149,7f4dc0d2-4b7c-4e53-9d9c-9a14dc549ba9,m,12-null,4.293150685,scared4,happy1,Scared_1_pause_2,option1,en,Often,Often,Often
670,59149,7f4dc0d2-4b7c-4e53-9d9c-9a14dc549ba9,m,13-null,4.293150685,angry2,scared4,Angry_2_pause_2,option1,en,Often,Often,Often
671,59149,7f4dc0d2-4b7c-4e53-9d9c-9a14dc549ba9,m,14-null,4.293150685,angry4,sad1_2,Angry_2_pause_2,option1,en,Often,Often,Often
672,59149,7f4dc0d2-4b7c-4e53-9d9c-9a14dc549ba9,m,16-null,4.293150685,sad3,angry5_2,Angry_1_pause_2,option2,en,Often,Often,Often
673,59149,7f4dc0d2-4b7c-4e53-9d9c-9a14dc549ba9,m,17-null,4.293150685,happy3_2,angry1_2,Angry_1_pause_2,option2,en,Often,Often,Often
674,59149,7f4dc0d2-4b7c-4e53-9d9c-9a14dc549ba9,m,18-null,4.293150685,sad5,happy3_2,Happy_1_pause_2,option2,en,Often,Often,Often
675,59149,7f4dc0d2-4b7c-4e53-9d9c-9a14dc549ba9,m,19-null,4.293150685,sad2_2,happy2,Sad_1_pause_2,option1,en,Often,Often,Often
